,community_kw,pm25,temp,rhum,wspd,pres,prcp
2013-06-19 07:30:00,606.9608207995527,32.0,18.5,80.5,2.7,1015.2,
2013-06-19 07:45:00,347.7954351411797,32.75,18.75,79.25,4.050000000000001,1015.15,
2013-06-19 08:00:00,422.02799664523343,33.5,19.0,78.0,5.4,1015.1,
2013-06-19 08:15:00,462.9850648588202,33.8,19.25,78.0,6.4,1015.125,
2013-06-19 08:30:00,502.00311648495017,34.1,19.5,78.0,7.4,1015.15,
2013-06-19 08:45:00,890.289278072873,34.400000000000006,19.75,78.0,8.4,1015.175,
2013-06-19 09:00:00,614.6982884167365,34.7,20.0,78.0,9.4,1015.2,
2013-06-19 09:15:00,1435.6311419252634,34.650000000000006,20.0,76.75,9.85,1015.225,
2013-06-19 09:30:00,856.8033899916131,34.6,20.0,75.5,10.3,1015.25,
2013-06-19 09:45:00,800.1013345447768,34.55,20.0,74.25,10.75,1015.275,
2013-06-19 10:00:00,891.224490774392,34.5,20.0,73.0,11.2,1015.3,
2013-06-19 10:15:00,743.3547294249017,34.975,20.5,72.0,10.3,1015.2,
2013-06-19 10:30:00,644.1807250955176,35.45,21.0,71.0,9.4,1015.1,
2013-06-19 10:45:00,635.2078678128786,35.925,21.5,70.0,8.5,1015.0,
2013-06-19 11:00:00,578.2299974373311,36.4,22.0,69.0,7.6,1014.9,
2013-06-19 11:15:00,672.414960022365,34.85,22.25,67.0,8.05,1014.75,
2013-06-19 11:30:00,1023.776526199669,33.3,22.5,65.0,8.5,1014.6,
2013-06-19 11:45:00,638.763836734694,31.75,22.75,63.0,8.95,1014.45,
2013-06-19 12:00:00,583.4952981082845,30.2,23.0,61.0,9.4,1014.3,
2013-06-19 12:15:00,928.124897951628,27.975,23.25,60.0,7.95,1014.3,
2013-06-19 12:30:00,926.7679003965308,25.75,23.5,59.0,6.5,1014.3,
2013-06-19 12:45:00,1296.0362232783525,23.525,23.75,58.0,5.05,1014.3,
2013-06-19 13:00:00,886.2555778559699,21.3,24.0,57.0,3.6,1014.3,
2013-06-19 13:15:00,565.8341020408163,20.883333333333333,24.5,55.5,4.05,1014.3,
2013-06-19 13:30:00,597.3264434349082,20.46666666666667,25.0,54.0,4.5,1014.3,
2013-06-19 13:45:00,689.3178707482994,20.05,25.5,52.5,4.95,1014.3,
2013-06-19 14:00:00,643.8022000745503,19.633333333333333,26.0,51.0,5.4,1014.3,
2013-06-19 14:15:00,597.3305294008014,19.21666666666667,25.75,50.0,6.4,1014.175,
2013-06-19 14:30:00,629.0665714285715,18.8,25.5,49.0,7.4,1014.05,
2013-06-19 14:45:00,655.8722306402013,18.383333333333333,25.25,48.0,8.4,1013.925,
2013-06-19 15:00:00,635.4733674848319,17.96666666666667,25.0,47.0,9.4,1013.8,
2013-06-19 15:15:00,633.4641295010415,17.55,25.0,47.75,9.4,1013.8,
2013-06-19 15:30:00,595.78730852015,17.133333333333333,25.0,48.5,9.4,1013.8,
2013-06-19 15:45:00,638.1378120978121,16.71666666666667,25.0,49.25,9.4,1013.8,
2013-06-19 16:00:00,650.0666530612245,16.3,25.0,50.0,9.4,1013.8,
2013-06-19 16:15:00,564.7208093298779,16.85,24.75,51.0,10.3,1013.825,
2013-06-19 16:30:00,623.3051972789116,17.4,24.5,52.0,11.2,1013.85,
2013-06-19 16:45:00,736.7385514673022,17.95,24.25,53.0,12.1,1013.875,
2013-06-19 17:00:00,825.2151326064673,18.5,24.0,54.0,13.0,1013.9,
2013-06-19 17:15:00,1192.7295596157385,18.575,24.0,54.0,12.1,1013.95,
2013-06-19 17:30:00,838.1427496908426,18.65,24.0,54.0,11.2,1014.0,
2013-06-19 17:45:00,968.4415441244992,18.725,24.0,54.0,10.3,1014.05,
2013-06-19 18:00:00,501.5101156462585,18.8,24.0,54.0,9.4,1014.1,
2013-06-19 18:15:00,443.54296171171165,19.625,23.5,56.5,10.75,1014.275,
2013-06-19 18:30:00,529.095279646994,20.450000000000003,23.0,59.0,12.1,1014.45,
2013-06-19 18:45:00,419.9448283943715,21.275,22.5,61.5,13.45,1014.625,
2013-06-19 19:00:00,406.1841636330207,22.1,22.0,64.0,14.8,1014.8,
2013-06-19 19:15:00,463.6687942636514,23.775,21.5,65.0,16.225,1014.825,
2013-06-19 19:30:00,491.955455782313,25.450000000000003,21.0,66.0,17.65,1014.85,
2013-06-19 19:45:00,1883.5654375761187,27.125,20.5,67.0,19.075,1014.875,
2013-06-19 20:00:00,1092.2033563507591,28.8,20.0,68.0,20.5,1014.9,
2013-06-19 20:15:00,685.625238095238,28.825,19.75,70.5,20.95,1014.95,
2013-06-19 20:30:00,666.6689825795182,28.85,19.5,73.0,21.4,1015.0,
2013-06-19 20:45:00,800.6651904761906,28.875,19.25,75.5,21.85,1015.05,
2013-06-19 21:00:00,777.2982602557129,28.9,19.0,78.0,22.3,1015.1,
2013-06-19 21:15:00,735.3821529692958,29.15,18.75,79.25,19.525,1015.075,
2013-06-19 21:30:00,687.790530612245,29.4,18.5,80.5,16.75,1015.05,
2013-06-19 21:45:00,653.2283388030888,29.65,18.25,81.75,13.975,1015.025,
2013-06-19 22:00:00,733.9384693877552,29.9,18.0,83.0,11.2,1015.0,
2013-06-19 22:15:00,643.7719989125973,31.775,17.75,84.25,11.2,1014.975,
2013-06-19 22:30:00,443.7010940216146,33.65,17.5,85.5,11.2,1014.95,
2013-06-19 22:45:00,549.4853819176319,35.525,17.25,86.75,11.2,1014.925,
2013-06-19 23:00:00,780.2860421033279,37.4,17.0,88.0,11.2,1014.9,
2013-06-19 23:15:00,613.5834353741498,39.2125,17.0,88.0,11.2,1014.85,
2013-06-19 23:30:00,465.1586625198024,41.025,17.0,88.0,11.2,1014.8,
2013-06-19 23:45:00,520.0644690660048,42.8375,17.0,88.0,11.2,1014.75,
2013-06-20 00:00:00,589.5490476190475,44.65,17.0,88.0,11.2,1014.7,
2013-06-20 00:15:00,516.0885034013605,46.4625,17.0,88.0,11.2,1014.625,
2013-06-20 00:30:00,489.0828284151498,48.275,17.0,88.0,11.2,1014.55,
2013-06-20 00:45:00,438.74506402012855,50.0875,17.0,88.0,11.2,1014.475,
2013-06-20 01:00:00,525.4388114643858,51.9,17.0,88.0,11.2,1014.4,
2013-06-20 01:15:00,529.0404171722744,50.8,16.75,88.0,11.65,1014.3,
2013-06-20 01:30:00,490.51159863945577,49.7,16.5,88.0,12.1,1014.2,
2013-06-20 01:45:00,339.6071441441442,48.6,16.25,88.0,12.55,1014.1,
2013-06-20 02:00:00,465.9707440706012,47.5,16.0,88.0,13.0,1014.0,
2013-06-20 02:15:00,390.67735374149663,47.4,16.0,88.0,13.45,1014.0,
2013-06-20 02:30:00,314.3816988165129,47.3,16.0,88.0,13.9,1014.0,
2013-06-20 02:45:00,348.6788808604523,47.2,16.0,88.0,14.35,1014.0,
2013-06-20 03:00:00,460.1341088435374,47.1,16.0,88.0,14.8,1014.0,
2013-06-20 03:15:00,399.7408775510204,47.8,16.0,88.0,14.35,1013.95,
2013-06-20 03:30:00,395.9825816786174,48.5,16.0,88.0,13.9,1013.9,
2013-06-20 03:45:00,498.3190748299319,49.2,16.0,88.0,13.45,1013.85,
2013-06-20 04:00:00,566.9238370142577,49.9,16.0,88.0,13.0,1013.8,
2013-06-20 04:15:00,476.74803573758265,49.875,15.75,89.5,13.0,1013.825,
2013-06-20 04:30:00,364.0909084850156,49.85,15.5,91.0,13.0,1013.85,
2013-06-20 04:45:00,344.05959863945577,49.825,15.25,92.5,13.0,1013.875,
2013-06-20 05:00:00,435.851387755102,49.8,15.0,94.0,13.0,1013.9,
2013-06-20 05:15:00,403.3495110774039,49.025,15.0,92.5,13.0,1013.85,
2013-06-20 05:30:00,336.0506133505605,48.25,15.0,91.0,13.0,1013.8,
2013-06-20 05:45:00,403.5582482464292,47.475,15.0,89.5,13.0,1013.75,
2013-06-20 06:00:00,594.3226802721089,46.7,15.0,88.0,13.0,1013.7,
2013-06-20 06:15:00,514.1206530612245,45.025000000000006,15.25,86.5,13.45,1013.575,
2013-06-20 06:30:00,939.9818775510204,43.35,15.5,85.0,13.9,1013.45,
2013-06-20 06:45:00,482.7746728433218,41.675,15.75,83.5,14.35,1013.325,
2013-06-20 07:00:00,523.4153215664644,40.0,16.0,82.0,14.8,1013.2,
2013-06-20 07:15:00,412.74746938775513,39.225,16.25,82.0,14.8,1013.2,
2013-06-20 07:30:00,457.220156462585,38.45,16.5,82.0,14.8,1013.2,
2013-06-20 07:45:00,559.7349166899637,37.675,16.75,82.0,14.8,1013.2,
2013-06-20 08:00:00,665.1747284886927,36.9,17.0,82.0,14.8,1013.2,
2013-06-20 08:15:00,646.2868979591838,36.95,17.25,81.0,14.35,1013.1,
2013-06-20 08:30:00,342.0168163265306,37.0,17.5,80.0,13.9,1013.0,
2013-06-20 08:45:00,1073.1343265306125,37.05,17.75,79.0,13.45,1012.9,
2013-06-20 09:00:00,1718.8843449163446,37.1,18.0,78.0,13.0,1012.8,
2013-06-20 09:15:00,608.6992715572717,37.725,18.0,78.0,13.0,1012.725,
2013-06-20 09:30:00,1449.266298354477,38.35,18.0,78.0,13.0,1012.65,
2013-06-20 09:45:00,632.4905331862474,38.975,18.0,78.0,13.0,1012.575,
2013-06-20 10:00:00,551.6882993197279,39.6,18.0,78.0,13.0,1012.5,
2013-06-20 10:15:00,518.3910544217688,39.9,18.0,78.0,13.45,1012.35,
2013-06-20 10:30:00,1270.5179013605443,40.2,18.0,78.0,13.9,1012.2,
2013-06-20 10:45:00,641.3585497334068,40.5,18.0,78.0,14.35,1012.05,
2013-06-20 11:00:00,1667.2295042287187,40.8,18.0,78.0,14.8,1011.9,
2013-06-20 11:15:00,665.440843537415,40.875,17.5,80.5,13.9,1011.875,
2013-06-20 11:30:00,664.6930936293436,40.95,17.0,83.0,13.0,1011.85,
2013-06-20 11:45:00,832.8592037239923,41.025,16.5,85.5,12.1,1011.825,
2013-06-20 12:00:00,747.1364761904762,41.1,16.0,88.0,11.2,1011.8,
2013-06-20 12:15:00,1728.790820509285,42.1,16.25,88.0,11.2,1011.525,
2013-06-20 12:30:00,620.9881851443281,43.1,16.5,88.0,11.2,1011.25,
2013-06-20 12:45:00,1294.8203943248534,44.1,16.75,88.0,11.2,1010.975,
2013-06-20 13:00:00,636.2161292517007,45.1,17.0,88.0,11.2,1010.7,
2013-06-20 13:15:00,581.2025646258503,45.475,17.25,86.75,9.75,1010.6,
2013-06-20 13:30:00,612.8394013605442,45.85,17.5,85.5,8.3,1010.5,
2013-06-20 13:45:00,615.377407703622,46.225,17.75,84.25,6.85,1010.4,
2013-06-20 14:00:00,508.96270037552233,46.6,18.0,83.0,5.4,1010.3,
2013-06-20 14:15:00,528.802517568449,45.95,18.25,83.0,4.95,1010.275,
2013-06-20 14:30:00,687.2884994024637,45.3,18.5,83.0,4.5,1010.25,
2013-06-20 14:45:00,565.7490726236441,44.65,18.75,83.0,4.050000000000001,1010.225,
2013-06-20 15:00:00,572.6555850340137,44.0,19.0,83.0,3.6,1010.2,
2013-06-20 15:15:00,2180.354283476064,43.35,19.0,83.0,4.6,1010.125,
2013-06-20 15:30:00,1101.6447660903516,42.7,19.0,83.0,5.6,1010.05,
2013-06-20 15:45:00,916.3465442176872,42.05,19.0,83.0,6.6,1009.975,
2013-06-20 16:00:00,1590.0289921400993,41.4,19.0,83.0,7.6,1009.9,
2013-06-20 16:15:00,1745.998804902628,39.575,19.25,81.75,7.05,1009.875,
2013-06-20 16:30:00,570.026928029931,37.75,19.5,80.5,6.5,1009.85,
2013-06-20 16:45:00,656.813472643667,35.925,19.75,79.25,5.95,1009.825,
2013-06-20 17:00:00,535.603360176503,34.1,20.0,78.0,5.4,1009.8,
2013-06-20 17:15:00,937.2110476190476,32.7,20.0,76.75,5.95,1009.775,
2013-06-20 17:30:00,1251.0115850340137,31.3,20.0,75.5,6.5,1009.75,
2013-06-20 17:45:00,1224.7301365140652,29.9,20.0,74.25,7.05,1009.725,
2013-06-20 18:00:00,811.1244464055892,28.5,20.0,73.0,7.6,1009.7,
2013-06-20 18:15:00,824.2589674377614,25.25,19.75,71.25,10.3,1009.75,
2013-06-20 18:30:00,2118.0496742237065,22.0,19.5,69.5,13.0,1009.8,
2013-06-20 18:45:00,904.8129769723324,18.75,19.25,67.75,15.7,1009.85,
2013-06-20 19:00:00,888.0460461909834,15.5,19.0,66.0,18.4,1009.9,
2013-06-20 19:15:00,663.4086075250539,17.275,19.0,66.5,17.95,1009.8,
2013-06-20 19:30:00,585.8208028608703,19.05,19.0,67.0,17.5,1009.7,
2013-06-20 19:45:00,655.0091957620887,20.825000000000003,19.0,67.5,17.05,1009.6,
2013-06-20 20:00:00,974.0423809064166,22.6,19.0,68.0,16.6,1009.5,
2013-06-20 20:15:00,1093.95831292517,20.15,18.75,69.25,16.150000000000002,1009.6,
2013-06-20 20:30:00,1150.8099510763209,17.700000000000003,18.5,70.5,15.7,1009.7,
2013-06-20 20:45:00,1131.1159638430715,15.25,18.25,71.75,15.25,1009.8,
2013-06-20 21:00:00,1113.382587699945,12.8,18.0,73.0,14.8,1009.9,
2013-06-20 21:15:00,1116.4824848317703,14.15,18.0,73.0,13.0,1009.775,
2013-06-20 21:30:00,1084.9885085266983,15.5,18.0,73.0,11.2,1009.65,
2013-06-20 21:45:00,1057.300259528469,16.85,18.0,73.0,9.4,1009.525,
2013-06-20 22:00:00,1124.754549110055,18.2,18.0,73.0,7.6,1009.4,
2013-06-20 22:15:00,1123.5314715776722,19.85,17.75,74.0,7.6,1009.325,
2013-06-20 22:30:00,806.4063197278911,21.5,17.5,75.0,7.6,1009.25,
2013-06-20 22:45:00,871.4187903270897,23.15,17.25,76.0,7.6,1009.175,
2013-06-20 23:00:00,1014.0899717640482,24.8,17.0,77.0,7.6,1009.1,
2013-06-20 23:15:00,848.3909408521267,23.55,16.75,77.0,9.4,1009.15,
2013-06-20 23:30:00,805.691931972789,22.3,16.5,77.0,11.2,1009.2,
2013-06-20 23:45:00,767.9814513897409,21.05,16.25,77.0,13.0,1009.25,
2013-06-21 00:00:00,719.1139591836734,19.8,16.0,77.0,14.8,1009.3,
2013-06-21 00:15:00,647.1446802721088,18.55,16.0,77.0,14.35,1009.225,
2013-06-21 00:30:00,575.6574127760694,17.3,16.0,77.0,13.9,1009.15,
2013-06-21 00:45:00,579.3489863945579,16.05,16.0,77.0,13.45,1009.075,
2013-06-21 01:00:00,679.1403555455965,14.8,16.0,77.0,13.0,1009.0,
2013-06-21 01:15:00,539.2885986394558,15.0,15.75,78.25,13.0,1009.025,
2013-06-21 01:30:00,527.5277587829653,15.2,15.5,79.5,13.0,1009.05,
2013-06-21 01:45:00,480.777193924145,15.4,15.25,80.75,13.0,1009.075,
2013-06-21 02:00:00,433.6041836734694,15.6,15.0,82.0,13.0,1009.1,
2013-06-21 02:15:00,332.9395782312925,15.125,15.0,82.0,12.1,1009.05,
2013-06-21 02:30:00,372.6185170068027,14.65,15.0,82.0,11.2,1009.0,
2013-06-21 02:45:00,443.7037592023111,14.175,15.0,82.0,10.3,1008.95,
2013-06-21 03:00:00,428.538,13.7,15.0,82.0,9.4,1008.9,
2013-06-21 03:15:00,383.1054965986394,13.5,15.0,82.0,9.85,1008.875,
2013-06-21 03:30:00,350.84864625850344,13.3,15.0,82.0,10.3,1008.85,
2013-06-21 03:45:00,413.847675193365,13.1,15.0,82.0,10.75,1008.825,
2013-06-21 04:00:00,440.5310362501165,12.9,15.0,82.0,11.2,1008.8,
2013-06-21 04:15:00,938.6362599282955,14.55,15.0,82.0,12.1,1008.775,
2013-06-21 04:30:00,349.83528110148166,16.2,15.0,82.0,13.0,1008.75,
2013-06-21 04:45:00,475.7886943195642,17.85,15.0,82.0,13.9,1008.725,
2013-06-21 05:00:00,377.0375034013606,19.5,15.0,82.0,14.8,1008.7,
2013-06-21 05:15:00,400.3323819774485,19.175,15.0,82.0,13.9,1008.7,
2013-06-21 05:30:00,665.7824252632561,18.85,15.0,82.0,13.0,1008.7,
2013-06-21 05:45:00,753.6538571428573,18.525,15.0,82.0,12.1,1008.7,
2013-06-21 06:00:00,376.95426530612247,18.2,15.0,82.0,11.2,1008.7,
2013-06-21 06:15:00,385.1127465753424,18.55,15.0,83.5,11.2,1008.8,
2013-06-21 06:30:00,361.1106802721088,18.9,15.0,85.0,11.2,1008.9,
2013-06-21 06:45:00,435.1983197278912,19.25,15.0,86.5,11.2,1009.0,
2013-06-21 07:00:00,430.69443686515706,19.6,15.0,88.0,11.2,1009.1,
2013-06-21 07:15:00,628.0832654325243,18.175,15.25,86.5,12.55,1009.225,
2013-06-21 07:30:00,386.7738683468205,16.75,15.5,85.0,13.9,1009.35,
2013-06-21 07:45:00,1218.5317316948624,15.325,15.75,83.5,15.25,1009.475,
2013-06-21 08:00:00,540.5479131954152,13.9,16.0,82.0,16.6,1009.6,
2013-06-21 08:15:00,465.5153265306121,14.35,16.0,82.0,16.150000000000002,1009.625,
2013-06-21 08:30:00,1734.743813522707,14.8,16.0,82.0,15.7,1009.65,
2013-06-21 08:45:00,467.4176834870936,15.25,16.0,82.0,15.25,1009.675,
2013-06-21 09:00:00,407.7963945578231,15.7,16.0,82.0,14.8,1009.7,
2013-06-21 09:15:00,540.5758639455782,16.1,16.25,80.75,14.8,1009.75,
2013-06-21 09:30:00,952.5022744889144,16.5,16.5,79.5,14.8,1009.8,
2013-06-21 09:45:00,1323.0667516312712,16.9,16.75,78.25,14.8,1009.85,
2013-06-21 10:00:00,677.6502857142857,17.3,17.0,77.0,14.8,1009.9,
2013-06-21 10:15:00,399.4278278818376,18.4,17.0,78.25,14.35,1009.9,
2013-06-21 10:30:00,450.0439232131209,19.5,17.0,79.5,13.9,1009.9,
2013-06-21 10:45:00,2493.88683701048,20.6,17.0,80.75,13.45,1009.9,
2013-06-21 11:00:00,2134.3207794106943,21.7,17.0,82.0,13.0,1009.9,
2013-06-21 11:15:00,740.5672845494362,22.575,17.25,81.0,13.0,1009.975,
2013-06-21 11:30:00,859.2881768707482,23.45,17.5,80.0,13.0,1010.05,
2013-06-21 11:45:00,618.8413401360544,24.325,17.75,79.0,13.0,1010.125,
2013-06-21 12:00:00,773.616829652409,25.2,18.0,78.0,13.0,1010.2,
2013-06-21 12:15:00,924.0976752399592,23.975,18.5,75.5,13.0,1010.225,
2013-06-21 12:30:00,962.875553406146,22.75,19.0,73.0,13.0,1010.25,
2013-06-21 12:45:00,685.7414138011368,21.525,19.5,70.5,13.0,1010.275,
2013-06-21 13:00:00,553.5679523809524,20.3,20.0,68.0,13.0,1010.3,
2013-06-21 13:15:00,646.5254796384306,19.9,20.0,68.0,15.775,1010.35,
2013-06-21 13:30:00,1978.837542160573,19.5,20.0,68.0,18.55,1010.4,
2013-06-21 13:45:00,1652.079718628399,19.1,20.0,68.0,21.325000000000003,1010.45,
2013-06-21 14:00:00,623.1956462585033,18.7,20.0,68.0,24.1,1010.5,
2013-06-21 14:15:00,1502.2034178687131,17.7,20.25,66.0,22.675,1010.575,
2013-06-21 14:30:00,1329.2095234984774,16.7,20.5,64.0,21.25,1010.65,
2013-06-21 14:45:00,561.581165967757,15.7,20.75,62.0,19.825,1010.725,
2013-06-21 15:00:00,462.31177961047433,14.7,21.0,60.0,18.4,1010.8,
2013-06-21 15:15:00,400.3329251700681,15.175,20.5,64.5,18.4,1010.775,
2013-06-21 15:30:00,420.2147142857144,15.65,20.0,69.0,18.4,1010.75,
2013-06-21 15:45:00,1794.831974559649,16.125,19.5,73.5,18.4,1010.725,
2013-06-21 16:00:00,939.1686999497788,16.6,19.0,78.0,18.4,1010.7,
2013-06-21 16:15:00,2696.574159724743,15.175,18.75,79.25,14.7,1010.6,
2013-06-21 16:30:00,1322.276005003604,13.75,18.5,80.5,11.0,1010.5,
2013-06-21 16:45:00,3544.335597802432,12.325,18.25,81.75,7.299999999999999,1010.4,
2013-06-21 17:00:00,2378.748506618864,10.9,18.0,83.0,3.6,1010.3,
2013-06-21 17:15:00,958.2085054514956,10.7,18.5,79.25,7.3,1010.325,
2013-06-21 17:30:00,973.0637465986392,10.5,19.0,75.5,11.0,1010.35,
2013-06-21 17:45:00,2367.322371153849,10.3,19.5,71.75,14.7,1010.375,
2013-06-21 18:00:00,1772.7897306843183,10.1,20.0,68.0,18.4,1010.4,
2013-06-21 18:15:00,1638.396260866548,10.2,20.0,68.0,18.925,1010.425,
2013-06-21 18:30:00,879.8703211358185,10.3,20.0,68.0,19.45,1010.45,
2013-06-21 18:45:00,553.0283469387755,10.4,20.0,68.0,19.975,1010.475,
2013-06-21 19:00:00,613.5702193877551,10.5,20.0,68.0,20.5,1010.5,
2013-06-21 19:15:00,507.9886337713168,10.275,19.5,69.25,19.525,1010.6,
2013-06-21 19:30:00,1641.1229558742416,10.05,19.0,70.5,18.55,1010.7,
2013-06-21 19:45:00,464.99955102040826,9.825,18.5,71.75,17.575000000000003,1010.8,
2013-06-21 20:00:00,563.4981020408163,9.6,18.0,73.0,16.6,1010.9,
2013-06-21 20:15:00,617.1494353741496,10.425,17.75,75.25,16.6,1011.05,
2013-06-21 20:30:00,491.63481632653054,11.25,17.5,77.5,16.6,1011.2,
2013-06-21 20:45:00,377.5343457556936,12.075,17.25,79.75,16.6,1011.35,
2013-06-21 21:00:00,496.1224119934165,12.9,17.0,82.0,16.6,1011.5,
2013-06-21 21:15:00,534.1522928847214,12.5,17.0,82.0,16.6,1011.575,
2013-06-21 21:30:00,420.2726412943556,12.1,17.0,82.0,16.6,1011.65,
2013-06-21 21:45:00,595.9141496598639,11.7,17.0,82.0,16.6,1011.725,
2013-06-21 22:00:00,457.7689863945578,11.3,17.0,82.0,16.6,1011.8,
2013-06-21 22:15:00,475.7262380952381,11.0,17.0,80.75,17.575000000000003,1011.775,
2013-06-21 22:30:00,558.6458299319728,10.7,17.0,79.5,18.55,1011.75,
2013-06-21 22:45:00,472.40901164849504,10.4,17.0,78.25,19.525,1011.725,
2013-06-21 23:00:00,543.8782396328395,10.1,17.0,77.0,20.5,1011.7,
2013-06-21 23:15:00,630.2480544217688,9.8875,16.5,78.25,19.525,1011.525,
2013-06-21 23:30:00,459.5331632653061,9.675,16.0,79.5,18.55,1011.35,
2013-06-21 23:45:00,426.4114149659864,9.4625,15.5,80.75,17.575000000000003,1011.175,
2013-06-22 00:00:00,501.6974217687075,9.25,15.0,82.0,16.6,1011.0,
2013-06-22 00:15:00,805.9709069448958,9.0375,14.75,80.75,17.575000000000003,1010.9,
2013-06-22 00:30:00,580.6608280216196,8.825,14.5,79.5,18.55,1010.8,
2013-06-22 00:45:00,440.4936054421769,8.6125,14.25,78.25,19.525,1010.7,
2013-06-22 01:00:00,304.8277183305755,8.4,14.0,77.0,20.5,1010.6,
2013-06-22 01:15:00,361.52312487186657,7.975,13.75,78.25,20.5,1010.5,
2013-06-22 01:30:00,473.13881834896114,7.550000000000001,13.5,79.5,20.5,1010.4,
2013-06-22 01:45:00,347.18915208275087,7.125,13.25,80.75,20.5,1010.3,
2013-06-22 02:00:00,331.88819727891155,6.7,13.0,82.0,20.5,1010.2,
2013-06-22 02:15:00,361.9186054421769,6.325,13.0,80.75,20.95,1010.0,
2013-06-22 02:30:00,392.006074783338,5.95,13.0,79.5,21.4,1009.8,
2013-06-22 02:45:00,354.8271273211988,5.575,13.0,78.25,21.85,1009.6,
2013-06-22 03:00:00,371.77894646351695,5.2,13.0,77.0,22.3,1009.4,
2013-06-22 03:15:00,322.1167796104743,5.8,12.75,79.75,23.2,1009.325,
2013-06-22 03:30:00,474.68268288137176,6.4,12.5,82.5,24.1,1009.25,
2013-06-22 03:45:00,540.9707210884353,7.0,12.25,85.25,25.0,1009.175,
2013-06-22 04:00:00,454.1232380952381,7.6,12.0,88.0,25.9,1009.1,
2013-06-22 04:15:00,466.7202108843537,6.975,12.0,89.5,24.025,1008.825,
2013-06-22 04:30:00,459.25411564625847,6.35,12.0,91.0,22.15,1008.55,
2013-06-22 04:45:00,353.0117534246576,5.725,12.0,92.5,20.275,1008.275,
2013-06-22 05:00:00,344.95030616904296,5.1,12.0,94.0,18.4,1008.0,
2013-06-22 05:15:00,323.63563265306124,4.525,12.0,94.0,19.375,1007.875,
2013-06-22 05:30:00,402.9042490914175,3.95,12.0,94.0,20.35,1007.75,
2013-06-22 05:45:00,536.2582883235486,3.375,12.0,94.0,21.325,1007.625,
2013-06-22 06:00:00,419.4940789302023,2.8,12.0,94.0,22.3,1007.5,
2013-06-22 06:15:00,623.4028906905228,3.175,12.25,92.5,22.3,1007.375,
2013-06-22 06:30:00,1308.488314157878,3.55,12.5,91.0,22.3,1007.25,
2013-06-22 06:45:00,675.3951224489797,3.925,12.75,89.5,22.3,1007.125,
2013-06-22 07:00:00,614.5789663591463,4.3,13.0,88.0,22.3,1007.0,
2013-06-22 07:15:00,673.5007518404622,4.225,13.25,88.0,22.3,1006.85,
2013-06-22 07:30:00,623.6278641319541,4.15,13.5,88.0,22.3,1006.7,
2013-06-22 07:45:00,508.2972564066722,4.075,13.75,88.0,22.3,1006.55,
2013-06-22 08:00:00,431.0621731432298,4.0,14.0,88.0,22.3,1006.4,
2013-06-22 08:15:00,2993.239635749528,3.725,14.25,86.5,23.2,1006.225,
2013-06-22 08:30:00,2085.981652949899,3.45,14.5,85.0,24.1,1006.05,
2013-06-22 08:45:00,1264.436603935815,3.175,14.75,83.5,25.0,1005.875,
2013-06-22 09:00:00,626.0553865436586,2.9,15.0,82.0,25.9,1005.7,
2013-06-22 09:15:00,2096.107023254407,3.65,15.5,79.5,26.8,1005.575,
2013-06-22 09:30:00,560.6010952380954,4.4,16.0,77.0,27.7,1005.45,
2013-06-22 09:45:00,2648.50904321408,5.15,16.5,74.5,28.6,1005.325,
2013-06-22 10:00:00,1738.1752009220572,5.9,17.0,72.0,29.5,1005.2,
2013-06-22 10:15:00,955.9113148821172,6.65,17.0,71.0,30.05,1005.25,
2013-06-22 10:30:00,602.0364549341766,7.4,17.0,70.0,30.6,1005.3,
2013-06-22 10:45:00,607.5465006989098,8.15,17.0,69.0,31.15,1005.35,
2013-06-22 11:00:00,898.2886557066987,8.9,17.0,68.0,31.7,1005.4,
2013-06-22 11:15:00,1882.3578823351409,8.525,16.6,71.25,31.15,1005.325,
2013-06-22 11:30:00,973.1782588226936,8.15,16.2,74.5,30.6,1005.25,
2013-06-22 11:45:00,1368.7835683320618,7.775,15.8,77.75,30.05,1005.175,
2013-06-22 12:00:00,2201.075434871935,7.4,15.4,81.0,29.5,1005.1,
2013-06-22 12:15:00,1970.5539806043112,7.95,16.05,75.75,29.5,1005.05,
2013-06-22 12:30:00,1777.1296025168813,8.5,16.7,70.5,29.5,1005.0,
2013-06-22 12:45:00,1744.7827383882948,9.05,17.35,65.25,29.5,1004.95,
2013-06-22 13:00:00,1205.4548749310536,9.6,18.0,60.0,29.5,1004.9,
2013-06-22 13:15:00,1572.467141056254,9.025,17.75,59.75,30.5,1004.95,
2013-06-22 13:30:00,551.3642227179654,8.45,17.5,59.5,31.5,1005.0,
2013-06-22 13:45:00,698.7505820054049,7.875,17.25,59.25,32.5,1005.05,
2013-06-22 14:00:00,711.3182653061223,7.3,17.0,59.0,33.5,1005.1,
2013-06-22 14:15:00,613.2362855279097,7.175,16.75,62.25,33.05,1005.1,
2013-06-22 14:30:00,608.072808405554,7.05,16.5,65.5,32.6,1005.1,
2013-06-22 14:45:00,650.5676686702078,6.925,16.25,68.75,32.15,1005.1,
2013-06-22 15:00:00,1699.4259399705827,6.8,16.0,72.0,31.7,1005.1,
2013-06-22 15:15:00,2462.216310641752,6.4,16.0,71.0,31.15,1005.025,
2013-06-22 15:30:00,1626.0324420008142,6.0,16.0,70.0,30.6,1004.95,
2013-06-22 15:45:00,812.9752312925172,5.6,16.0,69.0,30.05,1004.875,
